"subject_id","V1__1","V2__1","V3__1","V4__1","V5__1","V6__1","V7__1","V8__1","V9__1","V10__1","V11__1","V12__1","V1__2","V2__2","V3__2","V4__2","V5__2","V6__2","V7__2","V8__2","V9__2","V10__2","V11__2","V12__2","V1__3","V2__3","V3__3","V4__3","V5__3","V6__3","V7__3","V8__3","V9__3","V10__3","V11__3","V12__3","V1__4","V2__4","V3__4","V4__4","V5__4","V6__4","V7__4","V8__4","V9__4","V10__4","V11__4","V12__4","V1__5","V2__5","V3__5","V4__5","V5__5","V6__5","V7__5","V8__5","V9__5","V10__5","V11__5","V12__5","V1__6","V2__6","V3__6","V4__6","V5__6","V6__6","V7__6","V8__6","V9__6","V10__6","V11__6","V12__6","V1__7","V2__7","V3__7","V4__7","V5__7","V6__7","V7__7","V8__7","V9__7","V10__7","V11__7","V12__7"
"412","b","d","b","a","a","a","d","d","d","d","a","a","c","d","b","a","b","a","d","d","b","d","a","a","d","c","b","a","c","b","c","d","a","c","c","b","d","b","a","c","b","b","c","b","b","c","d","c","b","b","c","c","b","d","b","b","c","a","d","c","b","a","d","c","c","d","a","b","b","a","a","d","a","a","d","d","d","d","a","a","b","a","d","d"
"413","a","d","d","a","a","a","c","c","d","d","d","a","a","d","b","a","a","a","d","c","d","d","c","a","c","c","b","c","a","a","b","d","d","c","a","b","c","b","b","c","c","b","a","d","c","b","a","c","d","b","a","d","c","c","b","b","b","b","b","d","c","a","c","c","d","d","c","a","a","a","d","d","c","a","c","d","d","d","c","a","a","a","d","d"
"414","a","d","d","b","b","a","c","c","d","d","d","b","d","c","c","b","a","a","c","d","d","d","c","a","d","b","c","c","a","b","b","c","d","c","b","a","b","a","d","a","b","d","a","c","c","c","b","a","a","a","c","a","c","d","a","c","a","b","c","b","c","b","a","c","d","c","d","a","a","a","d","d","b","c","a","d","d","c","d","a","a","a","a","d"
"415","d","d","b","c","a","a","c","c","d","d","c","b","c","d","c","b","a","a","a","c","d","d","c","a","a","c","d","a","b","b","a","d","c","c","b","a","a","b","d","a","b","c","c","d","b","b","b","a","b","b","a","c","c","c","d","b","b","b","a","c","d","a","a","d","d","d","c","a","a","a","a","d","b","a","b","d","d","d","b","a","a","a","d","d"
"416","c","d","b","a","a","a","c","d","d","d","a","a","d","c","a","b","a","a","a","c","d","d","a","a","d","b","a","b","b","b","a","c","d","b","b","b","b","b","c","b","b","c","a","c","b","a","c","c","b","c","c","c","c","c","d","c","b","a","d","d","a","b","d","d","d","d","d","a","a","b","d","d","a","a","d","d","d","d","d","a","a","b","c","c"
"417","b","d","c","a","a","a","d","d","d","d","a","a","c","d","a","a","a","a","d","d","d","d","a","a","b","c","a","b","b","b","c","c","c","c","b","b","a","b","c","b","b","b","c","c","b","c","b","c","d","a","d","c","b","c","a","b","a","a","c","d","d","a","d","d","d","d","a","a","a","a","d","d","a","b","a","d","d","d","a","a","a","a","d","d"
"418","c","d","b","d","a","a","a","c","d","d","c","b","b","d","a","c","a","a","c","c","d","d","a","a","c","c","a","a","b","b","d","c","c","c","a","a","b","b","b","a","b","b","d","c","b","c","a","b","c","a","d","b","c","c","c","c","a","a","b","c","d","a","d","c","d","d","a","b","a","a","d","d","a","b","d","b","d","d","a","a","b","b","d","d"
"419","d","d","a","b","a","a","d","d","d","b","a","a","c","d","a","a","a","a","c","d","d","a","a","b","c","b","a","a","b","b","c","d","c","a","a","d","c","a","b","a","b","c","c","c","b","b","c","c","c","a","d","d","c","d","a","b","b","c","d","d","a","a","d","d","d","d","a","a","a","d","d","c","a","c","c","d","d","c","b","a","a","d","c","a"
"420","b","d","a","a","a","a","d","d","d","d","a","a","a","d","c","a","b","a","c","d","d","d","b","a","b","c","c","a","c","b","c","d","b","c","a","b","c","c","a","b","b","b","c","c","b","a","a","c","b","b","b","c","c","c","b","b","b","a","c","d","b","a","d","d","d","d","a","a","a","a","d","d","d","a","d","d","d","d","a","a","a","b","d","d"
"421","d","c","d","c","a","a","b","d","d","a","d","a","b","b","d","b","a","a","a","d","d","b","c","a","b","c","d","b","b","b","a","d","c","a","b","b","d","d","c","a","b","d","c","b","b","c","a","a","d","c","a","a","c","d","d","b","a","d","a","c","b","a","a","d","d","c","d","a","a","c","c","d","a","b","a","d","d","c","b","a","a","c","d","d"
"422","d","d","b","a","a","a","d","d","d","d","b","a","d","d","a","a","a","a","d","d","d","d","a","a","c","d","a","a","b","b","c","c","c","c","a","a","b","b","d","b","c","c","a","c","c","b","b","c","a","b","c","c","d","c","a","b","b","a","d","c","a","a","c","d","d","d","a","a","a","a","d","d","a","a","d","d","d","d","b","a","a","a","d","d"
"423","a","d","d","a","a","a","c","d","d","d","d","a","a","d","c","a","a","b","c","d","d","d","c","a","d","d","a","b","b","a","d","c","c","c","a","b","d","b","a","b","b","c","d","b","c","b","c","b","c","b","b","d","c","d","b","b","b","a","c","c","b","a","c","d","d","d","a","b","a","a","a","d","b","a","d","d","d","d","a","a","a","b","b","d"
"424","a","d","d","b","a","a","a","d","c","d","d","b","b","d","d","a","b","a","a","d","c","d","d","b","b","d","b","d","a","b","b","c","d","c","c","a","b","c","b","b","b","c","b","c","c","c","b","a","b","b","b","b","c","c","c","c","c","b","a","b","b","b","a","d","c","d","d","a","b","a","a","c","d","a","b","a","d","d","c","a","a","a","a","d"
"425","a","d","d","b","a","a","d","a","d","d","d","d","a","d","d","c","a","a","a","c","d","d","d","b","b","c","c","b","a","b","a","d","d","c","c","a","c","b","c","a","b","c","b","d","c","c","b","a","c","a","b","a","c","c","b","c","b","b","a","b","d","a","a","c","d","d","b","b","a","a","a","c","d","b","a","d","d","d","d","a","a","a","c","d"
"426","d","b","d","c","a","a","a","d","d","d","c","a","c","c","b","c","a","a","b","d","d","d","b","a","d","a","b","b","b","b","b","c","c","c","a","a","c","b","a","a","c","b","b","c","c","b","a","b","b","d","b","a","c","c","b","c","b","b","c","c","a","d","b","c","d","d","d","a","a","a","d","d","a","a","c","d","d","d","d","a","a","a","d","d"
"427","d","d","d","a","a","a","a","d","d","d","d","a","d","d","b","b","a","a","b","d","d","d","c","a","c","c","a","b","b","b","c","c","d","c","a","b","b","b","a","b","b","c","d","c","b","b","b","c","b","b","a","c","c","c","d","b","a","b","b","c","a","a","b","d","d","d","c","a","a","a","b","d","b","a","d","d","d","d","b","a","a","a","b","d"
"428","a","d","d","b","a","a","a","c","c","d","d","b","a","d","c","b","a","a","b","d","d","d","d","b","b","c","c","b","b","b","b","d","d","c","c","b","c","b","c","a","b","b","b","c","c","c","b","b","c","b","b","b","c","c","c","b","b","b","b","b","d","a","a","c","d","d","d","a","a","a","a","d","d","a","a","d","d","d","d","a","a","a","a","d"
"429","b","d","d","c","a","a","d","c","d","d","d","a","c","d","c","b","a","a","c","d","d","d","d","a","d","c","d","a","b","b","b","d","c","c","c","a","c","c","b","a","b","c","b","c","c","c","b","b","b","b","a","c","c","c","c","b","b","b","a","c","a","a","a","d","d","d","b","a","a","a","a","d","a","a","b","d","d","d","a","a","a","a","b","d"
"430","a","d","d","a","a","a","a","d","d","d","d","a","c","c","d","a","a","b","a","d","c","d","d","a","c","c","c","a","b","b","a","d","c","c","b","b","a","c","b","c","b","b","c","c","c","b","a","c","b","b","b","c","c","c","d","b","c","b","a","d","d","a","a","d","d","d","d","a","b","a","b","d","d","a","a","d","d","d","c","a","a","a","c","d"
"431","c","b","d","a","a","a","a","d","c","d","d","a","c","d","d","a","a","a","b","c","d","d","d","b","d","d","c","b","b","b","b","c","c","c","c","a","d","c","b","b","b","c","c","c","c","b","b","b","c","b","a","c","c","d","c","b","b","b","b","b","a","a","a","d","d","d","d","a","a","a","a","d","a","a","b","d","d","d","d","a","a","a","a","d"
"432","a","d","d","a","a","a","a","d","a","d","d","a","b","d","d","c","a","a","a","d","a","d","d","a","d","c","c","c","b","b","b","d","b","c","c","b","c","c","c","b","b","c","c","c","c","b","b","c","d","b","b","b","c","c","d","b","d","b","a","c","b","a","a","d","d","d","d","a","d","a","a","c","c","a","a","d","d","d","d","a","b","a","a","d"
"433","d","a","d","a","a","d","a","c","d","d","d","a","c","b","d","a","a","c","a","c","d","d","d","a","c","b","c","b","b","a","b","d","c","c","b","b","c","b","b","b","c","a","c","d","b","b","b","b","b","c","b","b","c","a","c","b","b","b","a","c","a","d","a","d","d","b","d","a","a","a","a","d","a","d","a","d","d","d","d","a","a","a","b","d"
"434","c","c","d","a","a","a","a","d","d","d","d","b","d","b","c","a","a","a","b","d","d","d","c","c","c","c","c","b","b","b","c","c","c","c","c","c","a","d","b","d","b","c","d","b","c","b","c","a","a","d","a","c","c","c","d","a","b","a","a","a","c","b","a","c","d","d","c","a","a","a","a","b","d","a","b","d","d","d","a","a","a","a","d","d"
"435","d","d","d","b","a","a","b","d","c","d","d","d","d","d","d","b","a","a","b","d","d","d","d","c","d","c","c","a","b","b","a","d","c","c","c","b","c","b","c","b","b","c","a","c","c","c","b","a","a","b","b","c","c","c","b","b","c","b","a","a","a","b","a","d","d","d","d","a","a","a","a","b","a","a","a","d","d","d","d","a","a","a","a","d"
"436","d","d","d","b","a","a","a","b","d","d","d","d","d","d","d","b","a","a","a","c","d","d","d","c","c","b","c","a","b","b","b","d","c","c","c","a","b","b","b","a","b","c","c","d","c","b","c","a","b","b","b","b","c","c","d","d","b","b","b","a","a","a","a","c","d","c","d","b","a","a","a","c","a","a","a","d","d","d","d","a","a","a","a","d"
"437","b","d","d","d","a","a","b","b","d","d","d","c","d","a","d","b","a","b","a","d","d","c","d","b","d","b","c","a","b","b","b","d","d","c","c","b","c","b","b","a","b","c","b","d","c","c","b","a","c","a","b","b","c","c","c","c","b","b","a","a","a","b","a","c","d","c","d","b","a","a","a","c","a","d","a","d","d","d","d","a","a","a","b","d"
"438","d","d","d","a","a","a","a","d","c","d","d","a","d","c","d","a","a","a","b","d","c","d","d","a","c","d","c","a","b","b","b","c","d","c","c","a","b","b","b","b","b","b","c","c","d","b","b","b","b","b","b","d","c","c","c","b","c","b","a","c","a","a","a","d","d","d","c","a","a","a","a","d","a","a","a","d","d","d","d","a","a","a","a","d"
"439","c","d","d","b","a","a","a","d","d","d","d","b","d","d","d","b","a","a","a","d","d","d","d","a","d","d","b","a","b","b","c","c","d","c","c","a","d","c","b","a","b","b","d","c","c","c","b","a","c","b","b","b","c","c","d","b","b","b","a","b","a","a","a","d","d","d","c","a","a","a","a","d","a","a","b","d","d","d","b","a","a","a","a","d"
"440","a","d","d","a","a","a","b","d","d","d","d","a","a","d","d","a","a","a","d","d","d","d","b","a","b","c","c","a","b","b","d","c","d","c","a","b","d","b","b","b","b","c","c","c","c","b","a","b","d","b","a","d","c","d","c","b","b","b","b","c","d","a","a","d","d","d","a","a","a","a","c","d","c","a","a","d","d","d","a","a","a","a","c","d"
"441","d","b","d","c","a","a","a","b","d","d","d","b","d","b","d","c","a","a","a","c","d","d","d","b","d","a","c","a","b","b","b","d","c","c","c","b","c","c","c","a","b","d","c","d","c","b","b","b","a","d","b","a","c","d","c","c","b","b","a","b","a","d","a","b","d","c","d","a","a","a","a","c","a","b","a","d","d","b","d","a","a","a","a","d"
"442","d","b","d","a","a","a","a","d","d","d","d","a","d","b","d","a","a","a","a","d","d","d","b","a","c","a","c","a","b","b","b","c","c","c","a","b","c","a","b","b","b","c","c","c","c","b","a","b","a","d","a","c","c","c","d","b","b","a","b","c","a","c","b","d","d","d","d","a","a","a","c","d","a","c","a","d","d","d","d","a","a","a","d","d"
"443","c","d","d","d","a","a","c","c","d","d","c","b","c","c","c","d","a","a","c","c","d","d","b","b","d","a","c","b","b","b","a","d","c","c","d","b","c","a","c","a","c","c","a","d","c","c","d","b","b","b","b","a","c","c","b","c","b","c","b","a","a","c","a","a","d","d","d","a","a","b","a","c","a","c","a","c","d","d","d","a","a","a","a","d"
"444","b","d","d","a","a","a","a","d","a","d","d","a","a","d","d","c","a","a","a","d","b","d","d","a","a","c","c","d","b","a","c","c","d","c","c","b","b","b","b","d","b","b","c","c","d","b","c","b","c","b","b","c","c","c","c","b","d","b","b","b","d","a","a","b","d","d","d","a","c","a","a","d","d","a","a","a","d","d","d","a","a","a","a","d"
"445","d","d","d","a","a","a","a","d","d","d","d","b","d","c","d","a","b","a","a","d","c","d","d","a","d","a","c","b","b","b","b","d","c","c","c","a","b","b","b","c","b","b","c","c","c","b","b","b","b","c","b","c","c","c","c","b","b","b","b","c","a","c","a","d","d","d","d","a","a","a","a","d","a","a","a","d","d","d","d","a","a","a","a","d"
"446","b","d","d","d","a","a","c","b","d","d","d","d","d","b","d","b","a","a","b","d","c","d","d","c","a","d","c","d","b","a","b","c","d","c","c","a","d","b","c","a","c","c","a","d","c","b","c","a","d","a","b","a","c","d","a","c","b","a","c","a","a","b","a","b","d","d","c","a","a","b","a","b","a","a","a","b","d","d","d","a","a","a","a","d"
"447","d","d","d","a","a","b","a","c","c","d","d","a","d","c","d","a","a","b","a","c","c","d","d","a","b","d","c","b","b","b","b","d","d","c","c","b","b","c","b","b","b","a","c","d","d","b","b","b","b","b","b","c","c","b","c","c","c","b","b","b","a","a","a","d","d","d","c","a","a","a","a","d","a","a","a","d","d","d","d","a","a","a","a","d"
"448","c","d","d","a","a","a","d","d","d","d","d","a","d","c","d","a","a","a","d","d","c","d","c","a","d","c","c","b","b","b","d","c","c","c","c","b","a","d","b","b","b","b","c","c","c","b","b","b","a","c","a","c","c","c","b","b","c","a","a","c","a","a","a","d","d","c","a","a","b","a","b","d","b","a","a","d","d","d","a","a","a","a","a","d"
"449","d","d","d","b","a","a","a","d","d","d","b","a","d","b","d","a","a","c","a","d","d","c","b","a","c","c","c","a","b","b","b","d","c","c","b","a","b","c","a","b","c","b","c","c","b","b","a","b","b","c","a","c","c","b","d","b","b","a","b","c","a","b","a","d","d","c","d","a","a","a","c","d","a","a","c","d","d","d","c","a","a","a","d","d"
"450","a","d","d","d","a","a","a","d","b","d","d","d","d","c","d","b","a","a","a","d","c","c","d","d","d","c","c","b","b","b","b","d","d","c","c","c","d","b","b","b","b","b","b","b","d","c","b","b","c","b","b","b","c","c","b","b","c","c","b","a","a","a","a","c","d","d","c","a","b","a","a","a","a","a","a","b","d","d","d","a","a","a","a","b"
"451","d","d","d","a","a","a","a","c","d","d","d","b","d","d","d","a","a","a","a","d","d","d","b","a","c","b","c","b","a","b","a","d","d","c","a","a","b","b","c","b","b","c","b","c","c","c","a","b","a","b","a","c","c","c","d","b","b","b","a","c","b","b","a","d","d","d","d","a","a","a","c","d","a","a","a","d","d","d","d","a","a","a","d","d"
"452","a","d","d","b","a","a","a","d","d","d","d","c","b","d","d","b","a","a","a","d","d","d","d","c","c","c","d","a","a","b","b","c","c","c","d","b","d","c","c","a","b","c","c","d","b","c","b","a","d","b","a","b","c","c","c","c","c","b","a","a","b","b","a","d","d","c","d","a","b","a","a","c","a","a","a","d","d","d","d","a","a","a","a","d"
"453","d","b","d","b","a","a","a","d","d","d","d","b","d","a","d","b","a","a","a","d","c","d","d","a","d","b","c","a","b","b","b","c","c","d","b","a","c","d","b","a","b","b","c","c","c","c","a","b","b","d","a","b","c","c","d","b","c","b","a","b","a","c","a","c","d","d","d","a","a","a","a","d","a","a","a","d","d","d","d","a","a","a","c","d"
"454","a","d","d","d","a","a","b","a","d","d","d","d","d","b","d","c","a","b","b","a","c","d","d","d","c","c","c","c","b","b","b","b","c","c","c","c","b","b","c","c","b","c","b","c","c","b","b","c","d","a","b","a","c","c","b","d","b","a","c","b","a","c","a","a","d","d","b","c","b","b","a","a","b","a","a","a","d","d","b","d","a","a","a","a"
"455","d","d","d","a","a","a","a","d","d","d","d","a","d","d","d","a","a","a","a","d","d","d","c","a","c","c","c","b","b","b","b","d","d","c","b","a","c","b","b","b","c","c","d","c","b","b","a","b","b","a","a","c","c","c","d","b","b","a","a","c","a","a","a","d","d","d","c","a","a","a","b","d","a","a","a","d","d","d","d","a","a","a","c","d"
"456","c","d","d","a","a","a","b","d","d","d","d","a","a","d","d","b","a","a","b","d","d","d","c","a","a","c","c","a","b","b","b","c","c","c","c","b","c","b","c","a","c","c","b","c","b","b","b","c","b","b","a","c","c","c","b","b","b","a","a","c","c","a","a","d","d","d","b","a","a","a","a","d","d","a","a","d","d","d","b","a","a","b","a","d"
"457","d","d","d","b","a","a","d","b","d","d","c","a","d","d","d","b","a","a","d","c","d","d","a","a","c","c","c","a","a","b","c","c","d","c","a","b","a","c","b","b","b","b","c","d","c","c","b","b","a","b","a","b","c","c","a","d","b","a","c","c","b","a","a","c","d","d","a","b","a","a","c","d","c","a","a","d","d","d","a","a","a","a","d","d"
"458","a","d","d","c","a","a","a","b","b","d","d","b","c","b","d","c","a","a","a","c","c","d","d","b","b","a","c","d","b","b","b","c","c","c","c","c","a","b","b","b","b","c","c","c","d","b","b","b","c","a","b","a","c","c","b","d","c","b","b","b","d","c","a","a","d","d","c","c","c","a","a","c","d","d","a","d","d","d","d","a","a","a","a","d"
"459","b","c","d","d","a","a","c","a","b","d","d","a","a","d","d","d","a","b","a","b","d","d","d","a","d","a","d","b","b","b","a","d","d","c","c","a","d","a","c","a","b","b","a","d","c","c","c","b","c","c","b","b","c","c","c","c","b","b","b","d","b","c","a","a","d","d","d","c","a","a","a","d","a","d","a","b","d","d","d","a","a","a","a","d"
"460","d","a","d","b","a","a","a","c","d","d","d","a","d","a","d","b","a","a","a","c","d","d","d","a","c","b","c","a","b","b","b","d","c","b","c","b","b","d","b","a","c","b","c","c","b","a","b","b","a","d","a","b","c","c","c","c","b","b","a","b","a","c","a","d","d","d","d","a","a","b","a","c","a","c","a","d","d","d","d","a","a","a","a","d"
"461","d","c","d","b","a","b","a","c","d","d","d","b","a","d","d","c","a","a","a","c","d","d","d","a","c","c","c","a","b","a","b","d","c","c","c","a","b","c","b","a","b","b","c","c","c","c","b","b","c","b","b","b","c","c","c","b","b","b","b","c","b","a","a","c","d","d","d","a","a","a","a","d","a","a","a","d","d","d","d","a","a","a","a","d"
"462","d","d","d","b","a","a","a","a","d","d","d","a","d","d","d","a","a","a","a","c","c","d","d","a","d","d","c","a","b","b","b","d","c","c","c","c","b","c","b","b","b","b","d","c","c","b","b","c","a","b","b","b","c","c","d","c","c","b","b","b","a","a","a","c","d","d","c","c","b","a","a","b","a","a","a","d","d","d","b","a","a","a","a","d"
"463","d","a","d","a","a","b","a","d","d","d","d","d","d","b","d","a","a","a","a","d","d","d","d","d","b","d","c","b","b","a","b","c","d","c","c","b","b","d","b","c","b","b","c","c","c","b","b","a","a","d","b","c","c","c","c","b","b","a","b","a","b","c","a","c","d","c","d","a","a","a","a","b","b","a","a","d","d","d","d","a","a","a","a","c"
"464","d","d","d","b","a","a","a","c","d","d","d","b","d","d","d","a","a","a","a","c","d","d","d","a","c","c","c","a","b","b","c","d","c","c","c","a","b","c","b","b","b","c","c","c","b","b","b","b","b","b","a","b","c","c","c","c","b","b","b","b","a","a","a","d","d","d","d","b","a","a","a","c","a","a","a","d","d","d","c","a","a","a","a","d"
"465","d","d","a","a","a","c","a","d","d","a","b","d","d","a","a","b","b","d","a","d","d","a","b","d","b","a","b","b","c","d","a","c","c","b","a","c","b","a","c","b","d","c","c","b","b","c","a","a","b","c","c","b","c","b","d","a","a","d","c","a","b","d","d","d","b","a","d","a","a","d","d","b","a","d","d","d","c","a","d","b","b","c","d","c"
